traffic_id,date,time,city_zone,road_type,vehicle_count,avg_speed,weather,visibility,traffic_signal,accident_occurred,accident_severity,road_condition,day_of_week,vehicle_count_norm,avg_speed_norm,visibility_norm
1548,2023-11-10,10:29:00,Central,Crossroad,32.0,42.24,Snow,9,Green,1,Minor,Poor,Friday,0.13391196528208307,0.33798092043191114,0.8888888888888888
1549,2023-07-07,04:15:00,West,Arterial,70.0,36.67,Snow,1,Green,0,Minor,Fair,Friday,0.32238065716057035,0.27958905545654683,0.0
1550,2023-09-03,21:45:00,Central,Highway,147.0,85.8,Clear,6,Yellow,0,Minor,Poor,Sunday,0.7042777433353998,0.7946325610651012,0.5555555555555556
1551,2023-10-16,18:44:00,Central,Crossroad,35.0,38.84,Rain,3,Red,0,Minor,Fair,Monday,0.14879107253564786,0.30233777125484856,0.2222222222222222
1552,2023-04-12,09:40:00,West,Crossroad,82.0,40.56,Snow,8,Red,1,Minor,Good,Wednesday,0.3818970861748295,0.3203690114267743,0.7777777777777777
1553,2023-06-14,17:30:00,Central,Crossroad,35.0,34.89,Fog,1,Red,0,Minor,Fair,Wednesday,0.14879107253564786,0.26092881853443756,0.0
1554,2023-01-22,06:05:00,East,Arterial,24.0,36.58,Fog,1,Yellow,1,Major,Good,Sunday,0.09423434593924365,0.2786455603312716,0.0
1555,2023-07-17,06:22:00,Central,Highway,159.0,49.04,Snow,9,Yellow,0,Major,Poor,Monday,0.763794172349659,0.4092672187860362,0.8888888888888888
1556,2023-09-18,11:43:00,North,Arterial,26.0,37.17,Clear,4,Red,0,Major,Good,Monday,0.10415375077495351,0.28483069504140895,0.3333333333333333
1557,2023-02-07,22:13:00,West,Arterial,43.0,27.91,Clear,4,Green,0,Major,Fair,Tuesday,0.18846869187848728,0.18775552992976202,0.3333333333333333
1558,2023-03-01,09:00:00,South,Residential,57.0,34.01,Rain,6,Red,0,Major,Good,Wednesday,0.2579045257284563,0.2517035328650802,0.5555555555555556
1559,2023-07-25,01:09:00,South,Arterial,46.0,25.95,Fog,3,Red,0,Major,Poor,Tuesday,0.20334779913205206,0.1672083027571024,0.2222222222222222
1560,2023-12-01,23:58:00,East,Crossroad,70.0,56.55,Clear,7,Red,0,Major,Fair,Friday,0.32238065716057035,0.48799664535066567,0.6666666666666665
1561,2023-04-08,15:16:00,Central,Highway,140.0,59.1,Snow,8,Green,1,Fatal,Poor,Saturday,0.6695598264104153,0.5147290072334626,0.7777777777777777
1562,2023-04-25,02:40:00,North,Highway,159.0,61.14,Rain,3,Red,0,Fatal,Good,Tuesday,0.763794172349659,0.5361148967397001,0.2222222222222222
1563,2023-03-27,23:16:00,West,Residential,47.0,37.92,Fog,3,Red,1,Minor,Poor,Monday,0.208307501549907,0.2926931544187022,0.2222222222222222
1564,2023-07-22,06:05:00,Central,Crossroad,11.0,42.55,Rain,1,Green,0,Minor,Poor,Saturday,0.02975821450712957,0.3412307369745256,0.0
1565,2023-02-25,03:14:00,North,Crossroad,51.0,28.71,Rain,2,Green,0,Minor,Poor,Saturday,0.22814631122132673,0.19614215326554146,0.1111111111111111
1566,2023-11-12,11:28:00,South,Crossroad,48.0,39.62,Clear,4,Yellow,0,Minor,Poor,Sunday,0.21326720396776194,0.3105147290072334,0.3333333333333333
1567,2023-06-12,01:36:00,North,Arterial,15.0,43.96,Fog,3,Red,0,Minor,Good,Monday,0.04959702417854929,0.3560121606038369,0.2222222222222222
1568,2023-11-26,01:25:00,West,Arterial,50.0,35.54,Fog,2,Yellow,0,Minor,Good,Sunday,0.2231866088034718,0.26774294999475834,0.1111111111111111
1569,2023-04-10,10:42:00,West,Highway,169.0,55.83,Snow,10,Green,0,Minor,Good,Monday,0.8133911965282082,0.4804486843484642,1.0
1570,2023-10-13,05:09:00,Central,Residential,59.0,37.32,Clear,2,Green,0,Minor,Poor,Friday,0.26782393056416615,0.2864031869168676,0.1111111111111111
1571,2023-10-01,00:39:00,South,Residential,66.0,14.98,Fog,1,Green,0,Minor,Good,Sunday,0.30254184748915064,0.05220673026522697,0.0
1572,2023-01-04,12:00:00,Central,Highway,148.0,59.18,Snow,4,Yellow,0,Minor,Good,Wednesday,0.7092374457532548,0.5155676695670406,0.3333333333333333
1573,2023-01-19,18:34:00,North,Highway,158.0,67.76,Snow,7,Yellow,0,Minor,Poor,Thursday,0.758834469931804,0.605514204843275,0.6666666666666665
1574,2023-11-12,12:28:00,South,Crossroad,35.0,26.3,Fog,4,Red,0,Minor,Poor,Sunday,0.14879107253564786,0.17087745046650593,0.3333333333333333
1575,2023-03-20,14:34:00,East,Arterial,47.0,24.83,Rain,3,Red,0,Minor,Poor,Monday,0.208307501549907,0.15546703008701118,0.2222222222222222
1576,2023-07-18,08:56:00,South,Residential,66.0,36.31,Clear,3,Red,1,Major,Fair,Tuesday,0.30254184748915064,0.2758150749554461,0.2222222222222222
1577,2023-12-30,17:54:00,South,Crossroad,5.0,29.0,Rain,4,Yellow,0,Major,Fair,Saturday,0.0,0.19918230422476152,0.3333333333333333
1578,2023-08-04,13:29:00,West,Crossroad,29.0,18.95,Snow,6,Red,0,Major,Fair,Friday,0.11903285802851829,0.0938253485690324,0.5555555555555556
1579,2023-07-24,04:46:00,Central,Arterial,25.0,32.88,Rain,4,Green,0,Major,Poor,Monday,0.09919404835709858,0.23985742740329175,0.3333333333333333
1580,2023-12-04,19:23:00,West,Crossroad,76.0,34.51,Fog,2,Yellow,0,Major,Fair,Monday,0.3521388716676999,0.2569451724499423,0.1111111111111111
1581,2023-08-29,03:34:00,West,Residential,37.0,35.65,Snow,4,Green,0,Major,Good,Tuesday,0.1587104773713577,0.268896110703428,0.3333333333333333
1582,2023-03-22,21:24:00,Central,Crossroad,40.0,26.44,Rain,4,Red,0,Major,Good,Wednesday,0.1735895846249225,0.17234510955026733,0.3333333333333333
1583,2023-12-08,05:17:00,Central,Arterial,26.0,17.99,Snow,3,Yellow,0,Major,Good,Friday,0.10415375077495351,0.08376140056609706,0.2222222222222222
1584,2023-08-28,07:55:00,South,Crossroad,42.0,33.26,Fog,1,Yellow,0,Major,Poor,Monday,0.18350898946063235,0.24384107348778694,0.0
1585,2023-02-03,02:01:00,North,Highway,148.0,60.67,Fog,3,Green,0,Major,Fair,Friday,0.7092374457532548,0.5311877555299298,0.2222222222222222
1586,2023-03-19,06:19:00,North,Residential,31.0,36.87,Fog,4,Yellow,0,Major,Fair,Sunday,0.12895226286422815,0.28168571129049164,0.3333333333333333
1587,2023-03-31,09:19:00,North,Arterial,23.0,38.21,Rain,2,Green,0,Major,Fair,Friday,0.08927464352138871,0.2957333053779222,0.1111111111111111
1588,2023-11-13,13:10:00,Central,Crossroad,29.0,25.98,Fog,1,Yellow,0,Major,Good,Monday,0.11903285802851829,0.16752280113219414,0.0
1589,2023-03-17,14:06:00,North,Arterial,20.0,27.99,Snow,8,Red,0,Major,Fair,Friday,0.07439553626782393,0.18859419226333995,0.7777777777777777
1590,2023-01-11,18:44:00,East,Crossroad,69.0,36.13,Rain,8,Red,0,Major,Good,Wednesday,0.3174209547427154,0.2739280847048957,0.7777777777777777
1591,2023-10-18,11:56:00,East,Highway,169.0,68.18,Fog,2,Green,0,Major,Good,Wednesday,0.8133911965282082,0.6099171820945593,0.1111111111111111
1592,2023-12-13,12:58:00,South,Highway,127.0,61.35,Rain,5,Yellow,0,Major,Fair,Wednesday,0.6050836949783013,0.5383163853653423,0.4444444444444445
1593,2023-02-12,11:38:00,West,Highway,134.0,74.64,Snow,5,Green,0,Major,Fair,Sunday,0.6398016119032858,0.6776391655309781,0.4444444444444445
1594,2023-05-24,16:57:00,North,Crossroad,26.0,39.15,Fog,2,Green,0,Major,Good,Wednesday,0.10415375077495351,0.30558758779746303,0.1111111111111111
1595,2023-05-15,14:27:00,East,Highway,167.0,78.64,Fog,4,Yellow,0,Major,Poor,Monday,0.8034717916924984,0.7195722822098752,0.3333333333333333
1596,2023-06-20,17:02:00,South,Highway,141.0,87.12,Clear,4,Red,0,Major,Fair,Tuesday,0.6745195288282703,0.8084704895691373,0.3333333333333333
1597,2023-07-14,12:02:00,East,Crossroad,95.0,27.06,Fog,4,Red,0,Major,Poor,Friday,0.44637321760694354,0.17884474263549638,0.3333333333333333
1598,2023-06-25,04:22:00,East,Arterial,19.0,16.96,Snow,2,Red,0,Major,Fair,Sunday,0.069435833849969,0.07296362302128108,0.1111111111111111
1599,2023-12-10,02:51:00,East,Highway,164.0,61.17,Clear,4,Green,0,Major,Good,Sunday,0.7885926844389336,0.5364293951147919,0.3333333333333333
1600,2023-07-11,02:09:00,Central,Arterial,42.0,44.37,Clear,1,Green,0,Major,Good,Tuesday,0.18350898946063235,0.3603103050634238,0.0
1601,2023-06-24,19:04:00,South,Crossroad,53.0,35.4,Fog,1,Yellow,1,Minor,Good,Saturday,0.23806571605703658,0.26627529091099694,0.0
1602,2023-04-13,23:59:00,North,Arterial,54.0,52.79,Clear,1,Yellow,0,Minor,Good,Thursday,0.2430254184748915,0.4485795156725023,0.0
1603,2023-12-18,07:13:00,North,Highway,130.0,58.58,Snow,9,Red,0,Minor,Poor,Monday,0.6199628022318661,0.509277702065206,0.8888888888888888
1604,2023-04-12,22:31:00,Central,Arterial,34.0,38.64,Snow,10,Red,0,Minor,Poor,Wednesday,0.14383137011779293,0.30024111542090365,1.0
1605,2023-02-01,14:11:00,Central,Highway,168.0,84.51,Clear,5,Green,0,Minor,Good,Wednesday,0.8084314941103533,0.7811091309361569,0.4444444444444445
1606,2023-10-05,18:12:00,North,Highway,173.0,54.58,Rain,4,Green,0,Minor,Fair,Thursday,0.833230006199628,0.46734458538630885,0.3333333333333333
1607,2023-11-22,18:18:00,Central,Crossroad,83.0,44.19,Fog,3,Green,0,Minor,Fair,Wednesday,0.3868567885926844,0.35842331481287343,0.2222222222222222
1608,2023-05-04,16:00:00,East,Residential,64.0,46.25,Rain,2,Green,0,Minor,Good,Thursday,0.2926224426534408,0.3800188699025055,0.1111111111111111
1609,2023-01-31,19:48:00,West,Highway,116.0,59.8,Snow,2,Green,0,Minor,Poor,Tuesday,0.5505269683818971,0.5220673026522696,0.1111111111111111
1610,2023-07-05,22:43:00,Central,Highway,135.0,69.77,Fog,4,Yellow,0,Minor,Fair,Wednesday,0.6447613143211407,0.6265855959744208,0.3333333333333333
1611,2023-09-03,11:31:00,East,Crossroad,28.0,38.06,Fog,2,Yellow,0,Minor,Poor,Sunday,0.11407315561066336,0.2941608135024636,0.1111111111111111
1612,2023-03-29,01:44:00,East,Crossroad,77.0,37.56,Snow,7,Red,0,Minor,Fair,Wednesday,0.35709857408555484,0.28891917391760147,0.6666666666666665
1613,2023-08-26,14:09:00,South,Crossroad,55.0,24.1,Snow,6,Green,0,Minor,Good,Saturday,0.24798512089274644,0.14781423629311247,0.5555555555555556
1614,2023-11-20,04:25:00,East,Highway,133.0,74.0,Snow,3,Yellow,0,Minor,Good,Monday,0.6348419094854308,0.6709298668623546,0.2222222222222222
1615,2023-04-05,06:06:00,North,Crossroad,65.0,31.69,Snow,6,Green,0,Minor,Fair,Wednesday,0.2975821450712957,0.22738232519131985,0.5555555555555556
1616,2023-09-12,12:10:00,East,Residential,41.0,15.79,Rain,10,Green,0,Minor,Fair,Tuesday,0.17854928704277742,0.06069818639270362,1.0
1617,2023-08-10,13:54:00,South,Crossroad,28.0,59.11,Clear,2,Red,0,Minor,Good,Thursday,0.11407315561066336,0.5148338400251599,0.1111111111111111
1618,2023-12-28,15:38:00,East,Arterial,24.0,33.52,Rain,4,Yellow,0,Minor,Fair,Thursday,0.09423434593924365,0.24656672607191532,0.3333333333333333
1619,2023-01-07,09:40:00,South,Residential,70.0,21.96,Fog,4,Yellow,0,Minor,Poor,Saturday,0.32238065716057035,0.12538001886990252,0.3333333333333333
1620,2023-11-03,04:33:00,East,Residential,53.0,39.5,Fog,3,Yellow,0,Minor,Good,Friday,0.23806571605703658,0.30925673550686655,0.2222222222222222
1621,2023-08-31,02:01:00,West,Residential,50.0,54.95,Snow,6,Green,0,Minor,Good,Thursday,0.2231866088034718,0.4712233986791069,0.5555555555555556
1622,2023-06-10,20:58:00,West,Residential,16.0,40.47,Fog,2,Yellow,0,Minor,Fair,Saturday,0.05455672659640422,0.31942551630149907,0.1111111111111111
1623,2023-06-14,20:36:00,South,Arterial,46.0,38.18,Rain,8,Red,0,Minor,Poor,Wednesday,0.20334779913205206,0.29541880700283046,0.7777777777777777
1624,2023-06-10,16:56:00,North,Crossroad,58.0,26.13,Rain,2,Yellow,0,Minor,Fair,Saturday,0.2628642281463112,0.1690952930076528,0.1111111111111111
1625,2023-08-25,19:57:00,East,Highway,154.0,49.14,Snow,5,Red,0,Minor,Good,Friday,0.7389956602603843,0.41031554670300874,0.4444444444444445
1626,2023-07-06,01:30:00,South,Arterial,62.0,42.98,Clear,10,Red,0,Minor,Fair,Thursday,0.28270303781773093,0.34573854701750706,1.0
1627,2023-03-16,08:20:00,West,Residential,62.0,40.46,Rain,10,Yellow,0,Minor,Good,Thursday,0.28270303781773093,0.31932068350980186,1.0
1628,2023-06-01,23:03:00,South,Residential,57.0,33.18,Rain,1,Red,0,Minor,Fair,Thursday,0.2579045257284563,0.243002411154209,0.0
1629,2023-04-15,04:18:00,North,Highway,132.0,58.3,Snow,8,Green,0,Minor,Fair,Saturday,0.6298822070675759,0.5063423838976832,0.7777777777777777
1630,2023-03-17,14:40:00,West,Arterial,73.0,43.49,Snow,5,Red,0,Minor,Good,Friday,0.33725976441413513,0.3510850193940665,0.4444444444444445
1631,2023-04-12,22:38:00,West,Residential,45.0,32.37,Rain,6,Yellow,0,Minor,Good,Wednesday,0.19838809671419713,0.2345109550267323,0.5555555555555556
1632,2023-03-05,01:55:00,East,Crossroad,31.0,41.38,Fog,4,Green,0,Minor,Fair,Sunday,0.12895226286422815,0.32896530034594823,0.3333333333333333
1633,2023-11-18,13:41:00,East,Crossroad,63.0,47.53,Rain,1,Red,0,Minor,Poor,Saturday,0.28766274023558586,0.3934374672397526,0.0
1634,2023-06-15,18:48:00,Central,Highway,132.0,76.22,Clear,3,Yellow,0,Minor,Poor,Thursday,0.6298822070675759,0.6942027466191425,0.2222222222222222
1635,2023-02-04,04:09:00,North,Arterial,54.0,37.17,Rain,6,Green,0,Minor,Fair,Saturday,0.2430254184748915,0.28483069504140895,0.5555555555555556
1636,2023-07-31,10:48:00,North,Crossroad,45.0,25.02,Snow,9,Yellow,0,Minor,Good,Monday,0.19838809671419713,0.15745885312925884,0.8888888888888888
1637,2023-07-22,22:09:00,Central,Highway,167.0,69.77,Rain,2,Red,0,Minor,Good,Saturday,0.8034717916924984,0.6265855959744208,0.1111111111111111
1638,2023-05-14,07:15:00,North,Highway,131.0,93.55,Clear,4,Yellow,0,Minor,Poor,Sunday,0.624922504649721,0.8758779746304644,0.3333333333333333
1639,2023-01-22,07:48:00,South,Arterial,73.0,33.07,Rain,6,Yellow,0,Minor,Fair,Sunday,0.33725976441413513,0.24184925044553934,0.5555555555555556
1640,2023-11-21,21:25:00,North,Residential,51.0,36.43,Snow,7,Green,0,Minor,Poor,Tuesday,0.22814631122132673,0.277073068455813,0.6666666666666665
1641,2023-01-21,06:37:00,North,Arterial,32.0,32.24,Rain,1,Yellow,0,Minor,Fair,Saturday,0.13391196528208307,0.23314812873466823,0.0
1642,2023-02-11,18:56:00,East,Arterial,6.0,39.01,Snow,9,Green,1,Fatal,Good,Saturday,0.004959702417854931,0.30411992871370164,0.8888888888888888
1643,2023-11-15,09:17:00,Central,Residential,18.0,44.03,Snow,10,Green,0,Fatal,Good,Wednesday,0.06447613143211407,0.3567459901457176,1.0
1644,2023-04-11,10:57:00,East,Crossroad,43.0,37.88,Clear,8,Yellow,1,Fatal,Fair,Tuesday,0.18846869187848728,0.2922738232519132,0.7777777777777777
1645,2023-11-30,21:32:00,West,Arterial,37.0,29.7,Rain,7,Green,0,Fatal,Good,Thursday,0.1587104773713577,0.2065205996435685,0.6666666666666665
1646,2023-04-16,06:48:00,Central,Residential,78.0,12.1,Rain,6,Yellow,0,Fatal,Fair,Sunday,0.36205827650340977,0.02201488625642102,0.5555555555555556
1647,2023-11-28,20:14:00,Central,Residential,75.0,34.7,Rain,5,Yellow,1,Minor,Good,Tuesday,0.347179169249845,0.25893699549218996,0.4444444444444445
1648,2023-06-20,06:31:00,West,Residential,25.0,23.4,Snow,3,Red,0,Minor,Poor,Tuesday,0.09919404835709858,0.14047594087430548,0.2222222222222222
1649,2023-09-03,17:38:00,East,Arterial,83.0,30.54,Clear,1,Yellow,0,Minor,Good,Sunday,0.3868567885926844,0.21532655414613688,0.0
1650,2023-11-14,01:54:00,North,Residential,26.0,51.37,Clear,7,Red,0,Minor,Fair,Tuesday,0.10415375077495351,0.4336932592514938,0.6666666666666665
1651,2023-03-23,03:03:00,East,Arterial,56.0,24.5,Rain,6,Red,1,Major,Poor,Thursday,0.25294482331060136,0.1520075479610022,0.5555555555555556
1652,2023-12-01,00:19:00,North,Highway,154.0,55.79,Fog,4,Green,0,Major,Fair,Friday,0.7389956602603843,0.48002935318167517,0.3333333333333333
1653,2023-04-15,03:58:00,North,Crossroad,72.0,40.49,Rain,2,Green,0,Major,Good,Saturday,0.3323000619962802,0.3196351818848936,0.1111111111111111
1654,2023-08-22,18:44:00,Central,Residential,60.0,34.89,Fog,4,Green,1,Fatal,Poor,Tuesday,0.2727836329820211,0.26092881853443756,0.3333333333333333
1655,2023-03-20,06:04:00,West,Crossroad,85.0,40.0,Clear,7,Green,0,Fatal,Fair,Monday,0.39677619342839426,0.3144983750917287,0.6666666666666665
1656,2023-07-31,05:00:00,Central,Highway,126.0,84.49,Clear,5,Red,0,Fatal,Poor,Monday,0.6001239925604464,0.7808994653527623,0.4444444444444445
1657,2023-04-14,08:01:00,East,Arterial,91.0,23.88,Rain,1,Yellow,0,Fatal,Fair,Friday,0.42653440793552383,0.14550791487577314,0.0
1658,2023-01-23,18:53:00,West,Crossroad,42.0,35.33,Rain,1,Yellow,0,Fatal,Poor,Monday,0.18350898946063235,0.2655414613691162,0.0
1659,2023-02-15,19:23:00,West,Crossroad,48.0,24.14,Rain,6,Red,0,Fatal,Poor,Wednesday,0.21326720396776194,0.14823356745990146,0.5555555555555556
1660,2023-10-04,04:20:00,East,Crossroad,72.0,50.56,Rain,6,Yellow,0,Fatal,Fair,Wednesday,0.3323000619962802,0.42520180312401723,0.5555555555555556
1661,2023-06-27,09:09:00,West,Crossroad,53.0,24.77,Fog,3,Red,0,Fatal,Good,Tuesday,0.23806571605703658,0.15483803333682777,0.2222222222222222
1662,2023-06-20,11:41:00,West,Crossroad,19.0,34.06,Rain,9,Green,0,Fatal,Fair,Tuesday,0.069435833849969,0.25222769682356644,0.8888888888888888
1663,2023-11-17,04:38:00,East,Arterial,72.0,35.8,Rain,7,Green,1,Major,Poor,Friday,0.3323000619962802,0.27046860257888666,0.6666666666666665
1664,2023-02-27,16:34:00,North,Highway,149.0,74.11,Clear,3,Red,0,Major,Poor,Monday,0.7141971481711097,0.6720830275710242,0.2222222222222222
1665,2023-12-17,22:50:00,East,Crossroad,28.0,48.35,Clear,6,Red,0,Major,Poor,Sunday,0.11407315561066336,0.40203375615892656,0.5555555555555556
1666,2023-07-22,16:42:00,West,Arterial,68.0,19.63,Fog,1,Yellow,0,Major,Fair,Saturday,0.3124612523248605,0.10095397840444491,0.0
1667,2023-11-26,14:09:00,South,Highway,181.0,85.74,Clear,2,Red,0,Major,Good,Sunday,0.8729076255424674,0.7940035643149177,0.1111111111111111
1668,2023-06-06,07:48:00,West,Residential,77.0,21.26,Rain,2,Yellow,0,Major,Poor,Tuesday,0.35709857408555484,0.11804172345109552,0.1111111111111111
1669,2023-04-08,00:01:00,North,Residential,22.0,38.51,Clear,2,Green,1,Major,Good,Saturday,0.08431494110353378,0.29887828912883946,0.1111111111111111
1670,2023-03-02,13:22:00,West,Highway,160.0,78.37,Fog,3,Red,0,Major,Fair,Thursday,0.7687538747675139,0.7167417968340497,0.2222222222222222
1671,2023-08-08,19:37:00,West,Highway,164.0,62.06,Snow,6,Green,0,Major,Fair,Tuesday,0.7885926844389336,0.5457595135758465,0.5555555555555556
1672,2023-05-11,22:30:00,West,Highway,129.0,73.84,Snow,10,Yellow,0,Major,Poor,Thursday,0.6150030998140111,0.6692525421951987,1.0
1673,2023-12-17,15:01:00,West,Highway,130.0,77.03,Snow,5,Green,0,Major,Fair,Sunday,0.6199628022318661,0.7026942027466192,0.4444444444444445
1674,2023-02-12,07:46:00,North,Crossroad,44.0,44.72,Snow,4,Yellow,0,Major,Fair,Sunday,0.1934283942963422,0.36397945277282734,0.3333333333333333
1675,2023-08-29,01:20:00,East,Crossroad,63.0,30.9,Rain,2,Yellow,1,Minor,Fair,Tuesday,0.28766274023558586,0.2191005346472376,0.1111111111111111
1676,2023-10-31,21:49:00,North,Crossroad,39.0,36.59,Clear,8,Yellow,0,Minor,Good,Tuesday,0.16862988220706757,0.2787503931229689,0.7777777777777777
1677,2023-10-17,12:51:00,Central,Highway,158.0,64.62,Fog,4,Yellow,0,Minor,Good,Tuesday,0.758834469931804,0.5725967082503408,0.3333333333333333
1678,2023-08-20,09:54:00,South,Highway,138.0,62.67,Fog,4,Yellow,0,Minor,Fair,Sunday,0.6596404215747055,0.5521543138693784,0.3333333333333333
1679,2023-03-21,02:12:00,West,Crossroad,51.0,14.97,Rain,3,Green,0,Minor,Fair,Tuesday,0.22814631122132673,0.05210189747352974,0.2222222222222222
1680,2023-01-23,09:11:00,South,Residential,59.0,24.16,Snow,8,Green,0,Minor,Poor,Monday,0.26782393056416615,0.14844323304329593,0.7777777777777777
1681,2023-03-01,03:10:00,South,Arterial,26.0,23.13,Clear,6,Red,0,Minor,Fair,Wednesday,0.10415375077495351,0.1376454554984799,0.5555555555555556
1682,2023-08-09,00:45:00,Central,Residential,14.0,26.45,Clear,1,Red,0,Minor,Fair,Wednesday,0.04463732176069436,0.17244994234196453,0.0
1683,2023-10-13,22:27:00,North,Highway,135.0,99.53,Clear,6,Red,0,Minor,Poor,Friday,0.6447613143211407,0.9385679840654158,0.5555555555555556
1684,2023-09-17,07:58:00,South,Highway,139.0,81.78,Clear,10,Green,0,Minor,Good,Sunday,0.6646001239925604,0.7524897788028095,1.0
1685,2023-04-11,14:42:00,Central,Residential,58.0,33.05,Fog,2,Red,0,Minor,Good,Tuesday,0.2628642281463112,0.24163958486214482,0.1111111111111111
1686,2023-03-01,17:02:00,South,Arterial,48.0,22.44,Rain,7,Red,1,Minor,Good,Wednesday,0.21326720396776194,0.13041199287137017,0.6666666666666665
1687,2023-09-19,00:07:00,Central,Residential,79.0,58.07,Clear,6,Red,0,Minor,Good,Tuesday,0.3670179789212647,0.5039312296886466,0.5555555555555556
1688,2023-09-03,06:12:00,West,Crossroad,16.0,23.81,Snow,3,Green,0,Minor,Good,Sunday,0.05455672659640422,0.1447740853338924,0.2222222222222222
1689,2023-11-21,20:34:00,North,Arterial,44.0,24.28,Rain,2,Yellow,0,Minor,Good,Tuesday,0.1934283942963422,0.14970122654366286,0.1111111111111111
1690,2023-02-07,18:10:00,South,Crossroad,60.0,26.17,Fog,4,Green,1,Major,Fair,Tuesday,0.2727836329820211,0.1695146241744418,0.3333333333333333
1691,2023-01-22,10:49:00,West,Highway,193.0,73.52,Rain,6,Yellow,0,Major,Poor,Sunday,0.9324240545567266,0.6658978928608869,0.5555555555555556
1692,2023-11-07,07:47:00,South,Crossroad,54.0,40.22,Snow,3,Yellow,0,Major,Poor,Tuesday,0.2430254184748915,0.316804696509068,0.2222222222222222
1693,2023-09-24,09:31:00,North,Crossroad,72.0,34.36,Clear,9,Red,0,Major,Good,Sunday,0.3323000619962802,0.2553726805744837,0.8888888888888888
1694,2023-03-16,20:02:00,East,Residential,33.0,32.63,Snow,6,Red,0,Major,Fair,Thursday,0.138871667699938,0.23723660761086068,0.5555555555555556
1695,2023-10-02,19:20:00,East,Crossroad,67.0,33.11,Snow,10,Red,0,Major,Poor,Monday,0.30750154990700557,0.24226858161232834,1.0
1696,2023-12-16,19:38:00,Central,Arterial,18.0,25.58,Snow,8,Red,0,Major,Good,Saturday,0.06447613143211407,0.16332948946430442,0.7777777777777777
1697,2023-09-30,16:39:00,North,Residential,48.0,31.39,Fog,2,Red,0,Major,Fair,Saturday,0.21326720396776194,0.22423734144040258,0.1111111111111111
1698,2023-06-15,07:36:00,South,Residential,89.0,20.91,Fog,4,Green,0,Major,Fair,Thursday,0.416615003099814,0.114372575741692,0.3333333333333333
1699,2023-11-03,13:42:00,South,Arterial,60.0,43.91,Fog,3,Green,0,Major,Poor,Friday,0.2727836329820211,0.35548799664535063,0.2222222222222222
1700,2023-10-11,10:13:00,West,Arterial,95.0,35.96,Clear,5,Yellow,0,Major,Poor,Wednesday,0.44637321760694354,0.2721459272460426,0.4444444444444445
1701,2023-04-16,19:50:00,East,Arterial,59.0,36.56,Snow,7,Red,0,Major,Good,Sunday,0.26782393056416615,0.27843589474787717,0.6666666666666665
1702,2023-05-19,18:29:00,Central,Residential,53.0,31.21,Rain,2,Red,0,Major,Poor,Friday,0.23806571605703658,0.2223503511898522,0.1111111111111111
1703,2023-07-12,17:25:00,North,Highway,158.0,43.74,Rain,8,Red,0,Major,Fair,Wednesday,0.758834469931804,0.35370583918649756,0.7777777777777777
1704,2023-10-09,18:52:00,East,Crossroad,63.0,33.01,Rain,7,Red,0,Major,Good,Monday,0.28766274023558586,0.24122025369535588,0.6666666666666665
1705,2023-09-08,19:06:00,West,Crossroad,45.0,48.37,Snow,3,Red,0,Major,Good,Friday,0.19838809671419713,0.402243421742321,0.2222222222222222
1706,2023-07-05,01:02:00,North,Residential,36.0,35.97,Clear,5,Yellow,0,Major,Poor,Wednesday,0.15375077495350278,0.2722507600377398,0.4444444444444445
1707,2023-02-19,23:43:00,West,Arterial,89.0,31.68,Clear,1,Yellow,1,Major,Poor,Sunday,0.416615003099814,0.22727749239962258,0.0
1708,2023-11-16,23:17:00,East,Crossroad,38.0,30.82,Rain,10,Green,0,Major,Good,Thursday,0.16367017978921264,0.21826187231365973,1.0
1709,2023-05-17,17:22:00,South,Arterial,66.0,42.08,Clear,6,Yellow,0,Major,Poor,Wednesday,0.30254184748915064,0.3363035957647552,0.5555555555555556
1710,2023-03-29,12:13:00,Central,Highway,124.0,59.74,Rain,10,Green,0,Major,Poor,Wednesday,0.5902045877247365,0.5214383059020862,1.0
1711,2023-05-19,15:07:00,North,Arterial,37.0,31.38,Snow,8,Green,0,Major,Good,Friday,0.1587104773713577,0.22413250864870532,0.7777777777777777
1712,2023-03-30,07:17:00,North,Highway,158.0,67.35,Rain,7,Yellow,0,Major,Fair,Thursday,0.758834469931804,0.6012160603836879,0.6666666666666665
1713,2023-11-04,12:28:00,South,Arterial,14.0,50.64,Clear,8,Green,0,Major,Fair,Saturday,0.04463732176069436,0.4260404654575951,0.7777777777777777
1714,2023-07-16,19:48:00,West,Highway,155.0,75.08,Fog,4,Green,0,Major,Poor,Sunday,0.7439553626782393,0.6822518083656568,0.3333333333333333
1715,2023-09-26,10:20:00,North,Crossroad,58.0,40.81,Snow,4,Red,0,Major,Poor,Tuesday,0.2628642281463112,0.3229898312192054,0.3333333333333333
1716,2023-12-27,02:38:00,West,Arterial,59.0,42.77,Snow,6,Green,0,Major,Good,Wednesday,0.26782393056416615,0.343537058391865,0.5555555555555556
1717,2023-05-21,07:45:00,East,Arterial,60.0,31.22,Snow,1,Yellow,0,Major,Fair,Sunday,0.2727836329820211,0.2224551839815494,0.0
1718,2023-10-16,07:41:00,North,Crossroad,95.0,48.89,Clear,6,Red,0,Major,Poor,Monday,0.44637321760694354,0.4076947269105776,0.5555555555555556
