traffic_id,date,time,city_zone,road_type,vehicle_count,avg_speed,weather,visibility,traffic_signal,accident_occurred,accident_severity,road_condition,day_of_week
1436,2023-10-28,16:20:00,Central,Residential,37,35.67,Snow,3,Red,0,None,Poor,Saturday
1437,2023-09-04,05:30:00,West,Highway,108,74.15,Clear,5,Red,0,None,Good,Monday
1438,2023-03-18,08:38:00,North,Arterial,49,24.72,Fog,1,Red,0,None,Fair,Saturday
1439,2023-09-26,07:47:00,South,Residential,31,33.32,Clear,2,Red,0,None,Poor,Tuesday
1440,2023-09-17,02:17:00,Central,Highway,155,78.13,Clear,9,Red,0,None,Poor,Sunday
1441,2023-05-12,23:11:00,South,Arterial,5,15.03,Snow,10,Green,0,None,Good,Friday
1442,2023-05-23,02:47:00,South,Highway,137,67.66,Rain,1,Yellow,0,None,Fair,Tuesday
1443,2023-05-05,18:48:00,Central,Crossroad,5,28.0,Snow,1,Green,0,None,Poor,Friday
1444,2023-11-21,02:12:00,West,Highway,139,75.11,Snow,4,Green,1,Fatal,Fair,Tuesday
1445,2023-04-21,19:31:00,East,Highway,142,67.06,Snow,8,Green,0,None,Poor,Friday
1446,2023-04-10,18:51:00,Central,Crossroad,52,18.69,Clear,10,Red,0,None,Fair,Monday
1447,2023-11-20,05:21:00,Central,Crossroad,65,33.72,Fog,3,Yellow,0,None,Fair,Monday
1448,2023-05-08,10:17:00,Central,Residential,60,63.41,Snow,8,Green,1,Fatal,Good,Monday
1449,2023-08-29,15:10:00,South,Highway,108,77.8,Snow,2,Yellow,0,None,Fair,Tuesday
1450,2023-08-15,10:40:00,Central,Arterial,44,34.3,Rain,4,Green,0,None,Good,Tuesday
1451,2023-06-06,10:49:00,Central,Crossroad,49,35.76,Clear,10,Yellow,0,None,Fair,Tuesday
1452,2023-12-11,04:20:00,South,Arterial,38,34.64,Snow,10,Green,0,None,Good,Monday
1453,2023-06-16,16:30:00,Central,Crossroad,19,38.0,Fog,4,Green,0,None,Fair,Friday
1454,2023-06-05,11:09:00,East,Residential,41,22.96,Fog,4,Yellow,0,None,Fair,Monday
1455,2023-10-16,12:48:00,West,Highway,140,74.06,Snow,6,Green,0,None,Fair,Monday
1456,2023-03-13,14:49:00,East,Highway,139,66.87,Rain,5,Green,0,None,Poor,Monday
1457,2023-07-11,00:20:00,West,Crossroad,35,38.06,Fog,2,Yellow,0,None,Poor,Tuesday
1458,2023-11-13,16:28:00,East,Highway,163,98.49,Clear,6,Green,0,None,Good,Monday
1459,2023-10-31,15:02:00,West,Crossroad,46,37.35,Rain,10,Red,0,None,Poor,Tuesday
1460,2023-02-21,01:40:00,East,Residential,51,42.37,Fog,1,Red,0,None,Fair,Tuesday
1461,2023-02-07,10:49:00,West,Arterial,35,37.96,Rain,10,Yellow,0,None,Fair,Tuesday
1462,2023-02-15,14:15:00,East,Residential,46,31.49,Fog,2,Yellow,0,None,Good,Wednesday
1463,2023-02-04,22:45:00,East,Residential,51,34.02,Snow,3,Yellow,0,None,Good,Saturday
1464,2023-04-27,14:23:00,East,Arterial,47,33.72,Fog,1,Red,1,Fatal,Poor,Thursday
1465,2023-07-30,13:25:00,West,Highway,181,89.85,Clear,1,Yellow,0,None,Fair,Sunday
1466,2023-01-17,16:55:00,East,Crossroad,67,28.36,Fog,1,Yellow,0,None,Fair,Tuesday
1467,2023-10-17,02:35:00,North,Arterial,32,49.55,Clear,10,Yellow,0,None,Fair,Tuesday
1468,2023-04-08,02:49:00,West,Residential,67,43.78,Snow,3,Red,0,None,Poor,Saturday
1469,2023-02-07,05:41:00,Central,Residential,37,30.16,Snow,7,Yellow,0,None,Poor,Tuesday
1470,2023-07-25,18:18:00,North,Crossroad,17,36.08,Clear,6,Green,0,None,Good,Tuesday
1471,2023-05-13,07:37:00,East,Crossroad,69,28.27,Rain,10,Yellow,0,None,Fair,Saturday
1472,2023-03-17,06:19:00,South,Highway,162,78.09,Clear,1,Yellow,0,None,Poor,Friday
1473,2023-10-04,11:04:00,East,Residential,56,22.82,Rain,4,Yellow,0,None,Good,Wednesday
1474,2023-08-06,08:14:00,South,Residential,51,10.09,Clear,2,Green,0,None,Fair,Sunday
1475,2023-07-12,00:28:00,South,Crossroad,46,23.7,Clear,7,Red,0,None,Fair,Wednesday
1476,2023-07-14,18:52:00,North,Highway,174,70.22,Rain,9,Yellow,1,Minor,Poor,Friday
1477,2023-03-03,15:47:00,Central,Residential,59,44.17,Fog,2,Red,0,None,Good,Friday
1478,2023-09-17,11:30:00,East,Highway,131,77.98,Snow,7,Green,0,None,Good,Sunday
1479,2023-07-24,03:22:00,East,Residential,68,37.63,Clear,5,Red,0,None,Poor,Monday
1480,2023-12-26,02:41:00,West,Crossroad,72,28.94,Clear,6,Red,1,Minor,Poor,Tuesday
1481,2023-04-01,18:00:00,South,Arterial,33,27.13,Rain,1,Yellow,1,Minor,Fair,Saturday
1482,2023-12-05,09:23:00,Central,Crossroad,39,23.55,Rain,3,Red,0,None,Good,Tuesday
1483,2023-03-19,23:51:00,South,Residential,74,37.41,Clear,8,Green,0,None,Good,Sunday
1484,2023-07-26,20:23:00,East,Residential,57,34.3,Clear,1,Green,0,None,Fair,Wednesday
1485,2023-01-18,23:55:00,South,Crossroad,13,42.7,Clear,10,Yellow,0,None,Fair,Wednesday
1486,2023-03-28,05:06:00,North,Residential,11,31.45,Rain,2,Green,1,Major,Fair,Tuesday
1487,2023-08-26,13:54:00,Central,Crossroad,22,47.9,Rain,1,Yellow,0,None,Poor,Saturday
1488,2023-08-29,08:08:00,East,Residential,68,41.06,Clear,10,Red,0,None,Fair,Tuesday
1489,2023-04-23,16:08:00,South,Arterial,75,31.54,Clear,7,Yellow,0,None,Good,Sunday
1490,2023-11-11,03:15:00,South,Residential,60,33.6,Rain,5,Yellow,0,None,Poor,Saturday
1491,2023-08-25,21:37:00,Central,Residential,55,42.18,Rain,6,Red,0,None,Fair,Friday
1492,2023-10-24,23:59:00,North,Crossroad,64,42.89,Clear,1,Green,0,None,Good,Tuesday
1493,2023-01-18,07:10:00,West,Residential,16,30.4,Clear,8,Yellow,0,None,Fair,Wednesday
1494,2023-04-07,20:55:00,Central,Crossroad,47,32.75,Snow,10,Green,0,None,Fair,Friday
1495,2023-08-14,03:47:00,East,Residential,27,51.29,Fog,3,Green,0,None,Fair,Monday
1496,2023-09-07,17:29:00,North,Residential,80,36.82,Fog,4,Green,0,None,Fair,Thursday
1497,2023-10-06,04:06:00,South,Crossroad,51,37.88,Clear,5,Green,0,None,Poor,Friday
1498,2023-06-27,09:28:00,West,Highway,130,64.62,Rain,4,Red,1,Fatal,Poor,Tuesday
1499,2023-04-24,00:12:00,East,Arterial,55,27.58,Clear,9,Yellow,0,None,Fair,Monday
1500,2023-09-29,05:23:00,South,Highway,156,62.76,Rain,10,Yellow,0,None,Poor,Friday
1501,2023-03-19,17:39:00,West,Arterial,11,25.12,Fog,3,Green,0,None,Fair,Sunday
1502,2023-09-25,13:57:00,West,Crossroad,41,47.1,Fog,3,Green,1,Major,Poor,Monday
1503,2023-12-29,17:42:00,East,Arterial,61,26.65,Clear,3,Green,0,None,Fair,Friday
1504,2023-03-24,07:25:00,South,Crossroad,59,19.62,Snow,4,Yellow,0,None,Good,Friday
1505,2023-02-06,07:17:00,South,Crossroad,71,35.29,Clear,10,Yellow,0,None,Poor,Monday
1506,2023-03-19,06:28:00,South,Residential,48,42.61,Fog,1,Green,0,None,Poor,Sunday
1507,2023-09-26,03:49:00,Central,Crossroad,24,20.82,Rain,5,Yellow,0,None,Fair,Tuesday
1508,2023-10-05,23:39:00,West,Arterial,38,50.38,Clear,5,Yellow,0,None,Fair,Thursday
1509,2023-01-21,12:53:00,East,Highway,119,41.34,Snow,3,Red,0,None,Poor,Saturday
1510,2023-12-21,15:48:00,East,Arterial,40,45.52,Clear,10,Green,0,None,Poor,Thursday
1511,2023-07-05,07:55:00,West,Crossroad,74,28.29,Snow,2,Green,0,None,Poor,Wednesday
1512,2023-05-24,23:46:00,East,Residential,41,41.23,Fog,3,Red,0,None,Poor,Wednesday
1513,2023-02-12,00:06:00,West,Arterial,12,28.89,Snow,7,Green,0,None,Poor,Sunday
1514,2023-02-23,22:31:00,Central,Crossroad,53,35.59,Snow,2,Green,0,None,Poor,Thursday
1515,2023-11-26,03:36:00,North,Highway,139,64.28,Rain,10,Red,0,None,Poor,Sunday
1516,2023-07-21,22:47:00,North,Residential,5,26.73,Snow,9,Red,1,Major,Poor,Friday
1517,2023-11-18,23:49:00,West,Highway,159,56.14,Rain,1,Yellow,0,None,Good,Saturday
1518,2023-06-18,03:18:00,West,Highway,151,67.57,Snow,6,Red,0,None,Fair,Sunday
1519,2023-05-08,08:28:00,North,Residential,43,33.36,Snow,5,Yellow,0,None,Poor,Monday
1520,2023-03-24,06:35:00,Central,Residential,30,30.35,Snow,8,Red,0,None,Good,Friday
1521,2023-06-20,11:39:00,Central,Arterial,62,33.26,Fog,1,Red,0,None,Good,Tuesday
1522,2023-06-10,19:31:00,South,Crossroad,38,33.79,Rain,8,Red,0,None,Poor,Saturday
1523,2023-08-13,11:48:00,South,Arterial,64,15.6,Fog,2,Green,0,None,Good,Sunday
1524,2023-09-17,22:41:00,Central,Residential,73,29.31,Rain,2,Red,1,Minor,Poor,Sunday
1525,2023-12-31,19:58:00,West,Residential,58,41.58,Rain,9,Yellow,0,None,Fair,Sunday
1526,2023-03-10,12:06:00,East,Highway,122,58.32,Fog,1,Green,0,None,Fair,Friday
1527,2023-03-21,21:17:00,North,Crossroad,44,25.73,Rain,4,Yellow,0,None,Good,Tuesday
1528,2023-08-14,20:51:00,South,Arterial,84,31.43,Clear,1,Red,0,None,Good,Monday
1529,2023-09-05,14:26:00,Central,Arterial,38,33.64,Snow,10,Green,0,None,Poor,Tuesday
1530,2023-10-22,12:47:00,East,Residential,25,28.83,Fog,3,Red,0,None,Fair,Sunday
1531,2023-05-01,10:34:00,East,Highway,156,61.34,Rain,4,Red,0,None,Poor,Monday
1532,2023-10-24,04:06:00,Central,Crossroad,48,27.77,Fog,2,Green,0,None,Poor,Tuesday
1533,2023-12-26,20:35:00,South,Crossroad,19,34.57,Fog,4,Yellow,0,None,Good,Tuesday
1534,2023-09-12,18:27:00,North,Arterial,85,40.18,Clear,9,Yellow,0,None,Fair,Tuesday
1535,2023-06-27,15:55:00,South,Highway,154,69.54,Fog,3,Green,0,None,Poor,Tuesday
1536,2023-01-15,22:38:00,West,Crossroad,24,45.62,Rain,8,Red,0,None,Good,Sunday
1537,2023-12-23,21:19:00,East,Arterial,54,45.05,Snow,10,Green,0,None,Poor,Saturday
1538,2023-01-04,19:03:00,East,Highway,135,98.18,Clear,9,Yellow,0,None,Good,Wednesday
1539,2023-03-24,23:12:00,South,Arterial,65,36.42,Rain,8,Green,0,None,Poor,Friday
1540,2023-06-19,02:06:00,West,Crossroad,54,30.01,Snow,8,Red,1,Major,Poor,Monday
1541,2023-04-04,03:19:00,East,Arterial,74,33.12,Snow,2,Red,0,None,Fair,Tuesday
1542,2023-07-25,06:14:00,East,Highway,110,55.06,Fog,3,Red,1,Fatal,Good,Tuesday
1543,2023-02-01,17:03:00,East,Highway,146,66.48,Rain,1,Green,1,Major,Poor,Wednesday
1544,2023-06-06,00:51:00,Central,Residential,48,52.19,Clear,10,Green,0,None,Good,Tuesday
1545,2023-10-02,06:22:00,North,Arterial,10,33.15,Fog,4,Yellow,0,None,Good,Monday
1546,2023-04-01,16:09:00,West,Highway,113,87.6,Clear,5,Yellow,0,None,Good,Saturday
1547,2023-02-25,11:43:00,South,Arterial,48,44.2,Clear,10,Red,0,None,Good,Saturday
1548,2023-11-10,10:29:00,Central,Crossroad,32,42.24,Snow,9,Green,1,Minor,Poor,Friday
1549,2023-07-07,04:15:00,West,Arterial,70,36.67,Snow,1,Green,0,None,Fair,Friday
1550,2023-09-03,21:45:00,Central,Highway,147,85.8,Clear,6,Yellow,0,None,Poor,Sunday
1551,2023-10-16,18:44:00,Central,Crossroad,35,38.84,Rain,3,Red,0,None,Fair,Monday
1552,2023-04-12,09:40:00,West,Crossroad,82,40.56,Snow,8,Red,1,Minor,Good,Wednesday
1553,2023-06-14,17:30:00,Central,Crossroad,35,34.89,Fog,1,Red,0,None,Fair,Wednesday
1554,2023-01-22,06:05:00,East,Arterial,24,36.58,Fog,1,Yellow,1,Major,Good,Sunday
1555,2023-07-17,06:22:00,Central,Highway,159,49.04,Snow,9,Yellow,0,None,Poor,Monday
1556,2023-09-18,11:43:00,North,Arterial,26,37.17,Clear,4,Red,0,None,Good,Monday
1557,2023-02-07,22:13:00,West,Arterial,43,27.91,Clear,4,Green,0,None,Fair,Tuesday
1558,2023-03-01,09:00:00,South,Residential,57,34.01,Rain,6,Red,0,None,Good,Wednesday
1559,2023-07-25,01:09:00,South,Arterial,46,25.95,Fog,3,Red,0,None,Poor,Tuesday
1560,2023-12-01,23:58:00,East,Crossroad,70,56.55,Clear,7,Red,0,None,Fair,Friday
1561,2023-04-08,15:16:00,Central,Highway,140,59.1,Snow,8,Green,1,Fatal,Poor,Saturday
1562,2023-04-25,02:40:00,North,Highway,159,61.14,Rain,3,Red,0,None,Good,Tuesday
1563,2023-03-27,23:16:00,West,Residential,47,37.92,Fog,3,Red,1,Minor,Poor,Monday
1564,2023-07-22,06:05:00,Central,Crossroad,11,42.55,Rain,1,Green,0,None,Poor,Saturday
1565,2023-02-25,03:14:00,North,Crossroad,51,28.71,Rain,2,Green,0,None,Poor,Saturday
1566,2023-11-12,11:28:00,South,Crossroad,48,39.62,Clear,4,Yellow,0,None,Poor,Sunday
1567,2023-06-12,01:36:00,North,Arterial,15,43.96,Fog,3,Red,0,None,Good,Monday
1568,2023-11-26,01:25:00,West,Arterial,50,35.54,Fog,2,Yellow,0,None,Good,Sunday
1569,2023-04-10,10:42:00,West,Highway,169,55.83,Snow,10,Green,0,None,Good,Monday
1570,2023-10-13,05:09:00,Central,Residential,59,37.32,Clear,2,Green,0,None,Poor,Friday
1571,2023-10-01,00:39:00,South,Residential,66,14.98,Fog,1,Green,0,None,Good,Sunday
1572,2023-01-04,12:00:00,Central,Highway,148,59.18,Snow,4,Yellow,0,None,Good,Wednesday
1573,2023-01-19,18:34:00,North,Highway,158,67.76,Snow,7,Yellow,0,None,Poor,Thursday
1574,2023-11-12,12:28:00,South,Crossroad,35,26.3,Fog,4,Red,0,None,Poor,Sunday
1575,2023-03-20,14:34:00,East,Arterial,47,24.83,Rain,3,Red,0,None,Poor,Monday
1576,2023-07-18,08:56:00,South,Residential,66,36.31,Clear,3,Red,1,Major,Fair,Tuesday
1577,2023-12-30,17:54:00,South,Crossroad,5,29.0,Rain,4,Yellow,0,None,Fair,Saturday
1578,2023-08-04,13:29:00,West,Crossroad,29,18.95,Snow,6,Red,0,None,Fair,Friday
1579,2023-07-24,04:46:00,Central,Arterial,25,32.88,Rain,4,Green,0,None,Poor,Monday
1580,2023-12-04,19:23:00,West,Crossroad,76,34.51,Fog,2,Yellow,0,None,Fair,Monday
1581,2023-08-29,03:34:00,West,Residential,37,35.65,Snow,4,Green,0,None,Good,Tuesday
1582,2023-03-22,21:24:00,Central,Crossroad,40,26.44,Rain,4,Red,0,None,Good,Wednesday
1583,2023-12-08,05:17:00,Central,Arterial,26,17.99,Snow,3,Yellow,0,None,Good,Friday
1584,2023-08-28,07:55:00,South,Crossroad,42,33.26,Fog,1,Yellow,0,None,Poor,Monday
1585,2023-02-03,02:01:00,North,Highway,148,60.67,Fog,3,Green,0,None,Fair,Friday
1586,2023-03-19,06:19:00,North,Residential,31,36.87,Fog,4,Yellow,0,None,Fair,Sunday
1587,2023-03-31,09:19:00,North,Arterial,23,38.21,Rain,2,Green,0,None,Fair,Friday
1588,2023-11-13,13:10:00,Central,Crossroad,29,25.98,Fog,1,Yellow,0,None,Good,Monday
1589,2023-03-17,14:06:00,North,Arterial,20,27.99,Snow,8,Red,0,None,Fair,Friday
1590,2023-01-11,18:44:00,East,Crossroad,69,36.13,Rain,8,Red,0,None,Good,Wednesday
1591,2023-10-18,11:56:00,East,Highway,169,68.18,Fog,2,Green,0,None,Good,Wednesday
1592,2023-12-13,12:58:00,South,Highway,127,61.35,Rain,5,Yellow,0,None,Fair,Wednesday
1593,2023-02-12,11:38:00,West,Highway,134,74.64,Snow,5,Green,0,None,Fair,Sunday
1594,2023-05-24,16:57:00,North,Crossroad,26,39.15,Fog,2,Green,0,None,Good,Wednesday
1595,2023-05-15,14:27:00,East,Highway,167,78.64,Fog,4,Yellow,0,None,Poor,Monday
1596,2023-06-20,17:02:00,South,Highway,141,87.12,Clear,4,Red,0,None,Fair,Tuesday
1597,2023-07-14,12:02:00,East,Crossroad,95,27.06,Fog,4,Red,0,None,Poor,Friday
1598,2023-06-25,04:22:00,East,Arterial,19,16.96,Snow,2,Red,0,None,Fair,Sunday
1599,2023-12-10,02:51:00,East,Highway,164,61.17,Clear,4,Green,0,None,Good,Sunday
1600,2023-07-11,02:09:00,Central,Arterial,42,44.37,Clear,1,Green,0,None,Good,Tuesday
1601,2023-06-24,19:04:00,South,Crossroad,53,35.4,Fog,1,Yellow,1,Minor,Good,Saturday
1602,2023-04-13,23:59:00,North,Arterial,54,52.79,Clear,1,Yellow,0,None,Good,Thursday
1603,2023-12-18,07:13:00,North,Highway,130,58.58,Snow,9,Red,0,None,Poor,Monday
1604,2023-04-12,22:31:00,Central,Arterial,34,38.64,Snow,10,Red,0,None,Poor,Wednesday
1605,2023-02-01,14:11:00,Central,Highway,168,84.51,Clear,5,Green,0,None,Good,Wednesday
1606,2023-10-05,18:12:00,North,Highway,173,54.58,Rain,4,Green,0,None,Fair,Thursday
1607,2023-11-22,18:18:00,Central,Crossroad,83,44.19,Fog,3,Green,0,None,Fair,Wednesday
1608,2023-05-04,16:00:00,East,Residential,64,46.25,Rain,2,Green,0,None,Good,Thursday
1609,2023-01-31,19:48:00,West,Highway,116,59.8,Snow,2,Green,0,None,Poor,Tuesday
1610,2023-07-05,22:43:00,Central,Highway,135,69.77,Fog,4,Yellow,0,None,Fair,Wednesday
1611,2023-09-03,11:31:00,East,Crossroad,28,38.06,Fog,2,Yellow,0,None,Poor,Sunday
1612,2023-03-29,01:44:00,East,Crossroad,77,37.56,Snow,7,Red,0,None,Fair,Wednesday
1613,2023-08-26,14:09:00,South,Crossroad,55,24.1,Snow,6,Green,0,None,Good,Saturday
1614,2023-11-20,04:25:00,East,Highway,133,74.0,Snow,3,Yellow,0,None,Good,Monday
1615,2023-04-05,06:06:00,North,Crossroad,65,31.69,Snow,6,Green,0,None,Fair,Wednesday
1616,2023-09-12,12:10:00,East,Residential,41,15.79,Rain,10,Green,0,None,Fair,Tuesday
1617,2023-08-10,13:54:00,South,Crossroad,28,59.11,Clear,2,Red,0,None,Good,Thursday
1618,2023-12-28,15:38:00,East,Arterial,24,33.52,Rain,4,Yellow,0,None,Fair,Thursday
1619,2023-01-07,09:40:00,South,Residential,70,21.96,Fog,4,Yellow,0,None,Poor,Saturday
1620,2023-11-03,04:33:00,East,Residential,53,39.5,Fog,3,Yellow,0,None,Good,Friday
1621,2023-08-31,02:01:00,West,Residential,50,54.95,Snow,6,Green,0,None,Good,Thursday
1622,2023-06-10,20:58:00,West,Residential,16,40.47,Fog,2,Yellow,0,None,Fair,Saturday
1623,2023-06-14,20:36:00,South,Arterial,46,38.18,Rain,8,Red,0,None,Poor,Wednesday
1624,2023-06-10,16:56:00,North,Crossroad,58,26.13,Rain,2,Yellow,0,None,Fair,Saturday
1625,2023-08-25,19:57:00,East,Highway,154,49.14,Snow,5,Red,0,None,Good,Friday
1626,2023-07-06,01:30:00,South,Arterial,62,42.98,Clear,10,Red,0,None,Fair,Thursday
1627,2023-03-16,08:20:00,West,Residential,62,40.46,Rain,10,Yellow,0,None,Good,Thursday
1628,2023-06-01,23:03:00,South,Residential,57,33.18,Rain,1,Red,0,None,Fair,Thursday
1629,2023-04-15,04:18:00,North,Highway,132,58.3,Snow,8,Green,0,None,Fair,Saturday
1630,2023-03-17,14:40:00,West,Arterial,73,43.49,Snow,5,Red,0,None,Good,Friday
1631,2023-04-12,22:38:00,West,Residential,45,32.37,Rain,6,Yellow,0,None,Good,Wednesday
1632,2023-03-05,01:55:00,East,Crossroad,31,41.38,Fog,4,Green,0,None,Fair,Sunday
1633,2023-11-18,13:41:00,East,Crossroad,63,47.53,Rain,1,Red,0,None,Poor,Saturday
1634,2023-06-15,18:48:00,Central,Highway,132,76.22,Clear,3,Yellow,0,None,Poor,Thursday
1635,2023-02-04,04:09:00,North,Arterial,54,37.17,Rain,6,Green,0,None,Fair,Saturday
1636,2023-07-31,10:48:00,North,Crossroad,45,25.02,Snow,9,Yellow,0,None,Good,Monday
1637,2023-07-22,22:09:00,Central,Highway,167,69.77,Rain,2,Red,0,None,Good,Saturday
1638,2023-05-14,07:15:00,North,Highway,131,93.55,Clear,4,Yellow,0,None,Poor,Sunday
1639,2023-01-22,07:48:00,South,Arterial,73,33.07,Rain,6,Yellow,0,None,Fair,Sunday
1640,2023-11-21,21:25:00,North,Residential,51,36.43,Snow,7,Green,0,None,Poor,Tuesday
1641,2023-01-21,06:37:00,North,Arterial,32,32.24,Rain,1,Yellow,0,None,Fair,Saturday
1642,2023-02-11,18:56:00,East,Arterial,6,39.01,Snow,9,Green,1,Fatal,Good,Saturday
1643,2023-11-15,09:17:00,Central,Residential,18,44.03,Snow,10,Green,0,None,Good,Wednesday
1644,2023-04-11,10:57:00,East,Crossroad,43,37.88,Clear,8,Yellow,1,Fatal,Fair,Tuesday
1645,2023-11-30,21:32:00,West,Arterial,37,29.7,Rain,7,Green,0,None,Good,Thursday
1646,2023-04-16,06:48:00,Central,Residential,78,12.1,Rain,6,Yellow,0,None,Fair,Sunday
1647,2023-11-28,20:14:00,Central,Residential,75,34.7,Rain,5,Yellow,1,Minor,Good,Tuesday
1648,2023-06-20,06:31:00,West,Residential,25,23.4,Snow,3,Red,0,None,Poor,Tuesday
1649,2023-09-03,17:38:00,East,Arterial,83,30.54,Clear,1,Yellow,0,None,Good,Sunday
1650,2023-11-14,01:54:00,North,Residential,26,51.37,Clear,7,Red,0,None,Fair,Tuesday
1651,2023-03-23,03:03:00,East,Arterial,56,24.5,Rain,6,Red,1,Major,Poor,Thursday
1652,2023-12-01,00:19:00,North,Highway,154,55.79,Fog,4,Green,0,None,Fair,Friday
1653,2023-04-15,03:58:00,North,Crossroad,72,40.49,Rain,2,Green,0,None,Good,Saturday
1654,2023-08-22,18:44:00,Central,Residential,60,34.89,Fog,4,Green,1,Fatal,Poor,Tuesday
1655,2023-03-20,06:04:00,West,Crossroad,85,40.0,Clear,7,Green,0,None,Fair,Monday
1656,2023-07-31,05:00:00,Central,Highway,126,84.49,Clear,5,Red,0,None,Poor,Monday
1657,2023-04-14,08:01:00,East,Arterial,91,23.88,Rain,1,Yellow,0,None,Fair,Friday
1658,2023-01-23,18:53:00,West,Crossroad,42,35.33,Rain,1,Yellow,0,None,Poor,Monday
1659,2023-02-15,19:23:00,West,Crossroad,48,24.14,Rain,6,Red,0,None,Poor,Wednesday
1660,2023-10-04,04:20:00,East,Crossroad,72,50.56,Rain,6,Yellow,0,None,Fair,Wednesday
1661,2023-06-27,09:09:00,West,Crossroad,53,24.77,Fog,3,Red,0,None,Good,Tuesday
1662,2023-06-20,11:41:00,West,Crossroad,19,34.06,Rain,9,Green,0,None,Fair,Tuesday
1663,2023-11-17,04:38:00,East,Arterial,72,35.8,Rain,7,Green,1,Major,Poor,Friday
1664,2023-02-27,16:34:00,North,Highway,149,74.11,Clear,3,Red,0,None,Poor,Monday
1665,2023-12-17,22:50:00,East,Crossroad,28,48.35,Clear,6,Red,0,None,Poor,Sunday
1666,2023-07-22,16:42:00,West,Arterial,68,19.63,Fog,1,Yellow,0,None,Fair,Saturday
1667,2023-11-26,14:09:00,South,Highway,181,85.74,Clear,2,Red,0,None,Good,Sunday
1668,2023-06-06,07:48:00,West,Residential,77,21.26,Rain,2,Yellow,0,None,Poor,Tuesday
1669,2023-04-08,00:01:00,North,Residential,22,38.51,Clear,2,Green,1,Major,Good,Saturday
1670,2023-03-02,13:22:00,West,Highway,160,78.37,Fog,3,Red,0,None,Fair,Thursday
1671,2023-08-08,19:37:00,West,Highway,164,62.06,Snow,6,Green,0,None,Fair,Tuesday
1672,2023-05-11,22:30:00,West,Highway,129,73.84,Snow,10,Yellow,0,None,Poor,Thursday
1673,2023-12-17,15:01:00,West,Highway,130,77.03,Snow,5,Green,0,None,Fair,Sunday
1674,2023-02-12,07:46:00,North,Crossroad,44,44.72,Snow,4,Yellow,0,None,Fair,Sunday
1675,2023-08-29,01:20:00,East,Crossroad,63,30.9,Rain,2,Yellow,1,Minor,Fair,Tuesday
1676,2023-10-31,21:49:00,North,Crossroad,39,36.59,Clear,8,Yellow,0,None,Good,Tuesday
1677,2023-10-17,12:51:00,Central,Highway,158,64.62,Fog,4,Yellow,0,None,Good,Tuesday
1678,2023-08-20,09:54:00,South,Highway,138,62.67,Fog,4,Yellow,0,None,Fair,Sunday
1679,2023-03-21,02:12:00,West,Crossroad,51,14.97,Rain,3,Green,0,None,Fair,Tuesday
1680,2023-01-23,09:11:00,South,Residential,59,24.16,Snow,8,Green,0,None,Poor,Monday
1681,2023-03-01,03:10:00,South,Arterial,26,23.13,Clear,6,Red,0,None,Fair,Wednesday
1682,2023-08-09,00:45:00,Central,Residential,14,26.45,Clear,1,Red,0,None,Fair,Wednesday
1683,2023-10-13,22:27:00,North,Highway,135,99.53,Clear,6,Red,0,None,Poor,Friday
1684,2023-09-17,07:58:00,South,Highway,139,81.78,Clear,10,Green,0,None,Good,Sunday
1685,2023-04-11,14:42:00,Central,Residential,58,33.05,Fog,2,Red,0,None,Good,Tuesday
1686,2023-03-01,17:02:00,South,Arterial,48,22.44,Rain,7,Red,1,Minor,Good,Wednesday
1687,2023-09-19,00:07:00,Central,Residential,79,58.07,Clear,6,Red,0,None,Good,Tuesday
1688,2023-09-03,06:12:00,West,Crossroad,16,23.81,Snow,3,Green,0,None,Good,Sunday
1689,2023-11-21,20:34:00,North,Arterial,44,24.28,Rain,2,Yellow,0,None,Good,Tuesday
1690,2023-02-07,18:10:00,South,Crossroad,60,26.17,Fog,4,Green,1,Major,Fair,Tuesday
1691,2023-01-22,10:49:00,West,Highway,193,73.52,Rain,6,Yellow,0,None,Poor,Sunday
1692,2023-11-07,07:47:00,South,Crossroad,54,40.22,Snow,3,Yellow,0,None,Poor,Tuesday
1693,2023-09-24,09:31:00,North,Crossroad,72,34.36,Clear,9,Red,0,None,Good,Sunday
1694,2023-03-16,20:02:00,East,Residential,33,32.63,Snow,6,Red,0,None,Fair,Thursday
1695,2023-10-02,19:20:00,East,Crossroad,67,33.11,Snow,10,Red,0,None,Poor,Monday
1696,2023-12-16,19:38:00,Central,Arterial,18,25.58,Snow,8,Red,0,None,Good,Saturday
1697,2023-09-30,16:39:00,North,Residential,48,31.39,Fog,2,Red,0,None,Fair,Saturday
1698,2023-06-15,07:36:00,South,Residential,89,20.91,Fog,4,Green,0,None,Fair,Thursday
1699,2023-11-03,13:42:00,South,Arterial,60,43.91,Fog,3,Green,0,None,Poor,Friday
1700,2023-10-11,10:13:00,West,Arterial,95,35.96,Clear,5,Yellow,0,None,Poor,Wednesday
1701,2023-04-16,19:50:00,East,Arterial,59,36.56,Snow,7,Red,0,None,Good,Sunday
1702,2023-05-19,18:29:00,Central,Residential,53,31.21,Rain,2,Red,0,None,Poor,Friday
1703,2023-07-12,17:25:00,North,Highway,158,43.74,Rain,8,Red,0,None,Fair,Wednesday
1704,2023-10-09,18:52:00,East,Crossroad,63,33.01,Rain,7,Red,0,None,Good,Monday
